ID,Female fetal gonad,Fetal brain,Fetal intestine,Fetal kidney,Fetal liver,Fetal lung,Fetal stomache
Grina,953.445385591,1285.10083216,480.407874241,624.002295608,1100.97374888,376.478462363,554.435710856
Fmod,14.2978570972,2.40891984104,14.1599625862,7.84381353986,0.0,212.203444216,27.3818013805
Hbq1b,884.207381146,32.3852833264,63.4550518499,0.0,834.432412768,250.799331979,283.167897203
Erp29,515.359405158,306.453038527,466.660077345,549.545113118,334.799257881,423.486684032,394.164219329
Nfe2,154.650291051,2.60556635868,15.3158778994,8.48412484924,359.260168381,42.8785160885,75.1817435078
Slc9a3r1,70.6774627606,17.8617335313,75.8288047441,106.627678392,35.2422005008,34.5813775388,68.9786268283
Ncf2,3.42669876926,2.88667126775,14.8472198605,10.9660199512,22.6147396606,15.3691095607,12.6201247734
Cox17,1122.39719433,303.605419569,278.742907584,440.626878954,657.222028232,347.640610588,385.302212252
Rdh10,36.077582722,19.9447294046,134.916592127,72.1590075753,7.9365515304,17.4683201255,46.5043090003
Cyth4,0.0,9.57047174745,18.7521836644,2.30836504661,41.4687174519,17.499613021,21.3852822698
Pla2g12a,314.873021857,35.4695960242,64.9658864177,140.601951973,518.701229558,95.5426026588,194.172272368
Cmtm8,5.75169962922,2.42263285722,12.8165126255,40.4941215132,3.37411079498,27.6731309324,24.1484227034
Cryba4,0.0,61.6964906385,56.1260249518,0.0,6.13767887326,25.5960154609,42.3859016391
Ntpcr,86.2581823669,52.3183693863,54.1033058513,82.0235762071,56.6736869111,85.8163860997,60.9942999722
Tmod1,7.768740969,1.0333315648,1.01234420835,1.12156217364,16.3105683451,5.00147828631,2.7105490173
Smpx,33.4723589599,0.0,0.969284723313,1.61078574687,0.0,24.4225905876,2.16271446394
Fbln2,3.14787957206,2.65179233043,4.762877939,6.23613157821,0.0,3.85052064958,8.11528673874
Abcg2,29.2113939108,5.97277928093,14.0435276779,22.300703648,36.9344105549,17.576756537,15.4583982603
Lrrn4,42.5761945319,0.0,4.13387959934,0.0,0.0,22.4657382066,23.9816460172
Cdk2ap2,4390.70855491,1993.86216606,1670.26953672,2869.79446587,4326.3957407,1608.43151562,1730.74437279
Rad23a,450.544900879,235.715361416,266.154181672,333.89526281,748.393307317,351.93783196,272.475082069
Pigq,76.6135336872,31.5527387778,25.2915469136,32.6901816399,132.833544891,79.1366978337,50.1615199193
Ifrd2,589.94171727,83.6484805578,274.772014403,256.350418272,1583.04350892,404.871072794,331.28073058
Csrp2,69.9330581034,183.430610512,275.46031886,419.983999428,14.9180812303,212.561095622,248.189509175
Epb42,36.1550483376,0.0,2.712602571,1.5026274713,95.4431142773,17.4220680775,14.5259728312
Ptp4a3,51.3274686714,29.8196983074,65.0012588288,25.0835271683,73.198824568,67.8359318292,48.236000231
Taldo1,1835.23629624,887.663476134,966.260770973,1158.82379451,1823.52661882,685.040793733,911.974158067
Gm15915,34.6226417659,0.0,0.0,9.49700169835,247.789656925,39.527407072,94.3581988044
Aqp1,111.805374389,10.9518031704,6.4376207337,7.13215114347,344.719463593,53.0083543548,45.9645679393
Aprt,4835.97646128,2789.83201157,6518.43763398,9071.45253214,5316.17955829,7898.52533538,6113.68825267
Atp6v0b,2703.84646096,4520.15869407,1764.42172098,2050.60094184,2323.8990679,1623.77559518,2014.74711966
Prdx3,558.104725963,118.801524786,170.868400612,233.199030376,492.86040402,217.772406813,203.333201647
Fam132a,1337.86560876,55.4275025392,362.01165944,1129.67407841,1736.91899589,435.205473454,527.721990242
Pold4,853.470057838,321.241116867,779.298217419,846.770396243,521.974939983,577.51747096,735.649318195
Pklr,156.982759783,0.0,9.77790895741,2.70820258898,415.276286797,41.0615273864,71.9958968178
Aldoa,2422.27982947,1034.70921538,2135.82942734,2246.11490874,2768.226648,1532.72571089,1742.11376844
Slc43a1,39.492478285,3.21955130261,18.9249659589,15.1426228332,95.6589931289,34.282834529,32.8426698312
Gcg,0.0,5.82303087988,0.0,0.0,0.0,0.0,2782.50257151
Ins2,4.38332722477,0.820564605496,0.0,0.0,0.0,0.0,324.659173307
Iapp,0.0,4.79435499687,89.2426167016,0.0,0.0,0.0,1245.03899052
Agr2,0.0,0.0,2.32685549221,18.0452375531,1.65395102809,0.0,288.663598276
Chga,6.26717998565,97.670924068,23.2752625573,2.86514912072,1.83825312576,0.0,94.6332475543
Psat1,118.23315641,64.7402007051,69.5238894389,115.536836062,151.7226736,200.665921209,71.3030837261
Btbd17,0.0,275.161912467,22.0059811871,6.09503069454,0.0,5.43601850875,54.010878257
Tspan7,7.35429795531,36.6952621713,26.8457549236,24.8281388166,0.82966165589,14.3011068366,21.0429664475
Kazald1,85.641656855,6.55863974504,0.0,113.898345881,4.5672577044,6.3489581447,229.387676667
Pax4,0.0,0.0,7.41212856366,0.0,0.0,0.0,26.4612735848
Olfm1,10.0221746969,138.60163382,18.6103437271,12.218158762,1.46982327024,4.7674796846,15.9945411799
Nkx2-5,0.0,0.0,8.19936062352,0.0,0.0,8.10177482757,150.017407878
Aplp1,41.8168291254,445.366687701,39.4414572802,27.3104037848,0.0,21.9217721955,105.604400549
Zcchc18,0.0,1113.57143834,73.3825815864,216.798797702,0.0,33.8376308189,165.917857782
Gpx2,0.0,0.0,129.274888241,8.9513665076,0.0,135.719824837,173.066590589
Nkx6-1,0.0,0.0,15.1744364295,12.6086614849,0.0,0.0,128.660129438
1700086L19Rik,0.0,18.151696738,0.0,2.46269652721,0.0,0.0,35.7105106179
Reg1,0.0,0.0,8.73478974599,0.0,0.0,0.0,171.507432115
Gnas,351.977076227,219.08378292,900.212958242,869.896449997,290.019657025,333.56210713,732.394430863
Dnajc12,16.807376481,17.934268651,21.2689677594,28.6861165965,15.118184696,17.3609049204,21.4585184061
Sdhd,414.343307688,356.168620275,390.806864397,564.406709034,664.709963424,255.13853716,277.167289939
Pitx1,8.48786088525,0.0,112.080005421,5.17382878379,0.0,0.0,464.728789109
Bdh1,11.1902927001,79.7649652134,15.6289816964,7.08346352985,36.3574764909,4.21171943551,15.2169303068
Sqle,103.67135222,273.534671531,156.590184417,132.348697656,112.453275727,127.609488845,108.059231062
Selenom,531.700221046,298.604936218,1384.69007447,1047.92721701,76.2447866928,674.469717748,922.524498684
Pah,0.0,0.0,0.834640250824,0.0,0.593270233394,0.0,1.11737356376
Reep6,82.5869256546,0.0,24.0560067115,31.0932040501,145.343527308,19.8080840868,67.988223739
Abhd14a,396.735169306,174.06877509,279.674730361,336.298192678,196.371125073,212.314720275,258.741510685
Btg2,981.382329871,934.263374727,428.012435282,576.322098761,468.054326629,286.283216205,387.877666328
Preb,245.322298271,226.209960936,317.375356607,242.493638906,213.924798503,308.191207717,214.884798214
Serpini2,0.0,0.0,1.87784266906,0.0,0.0,0.0,36.8714054318
Crot,89.65960834,29.7027237463,44.0648816534,53.4244282551,22.4570946221,48.469543658,35.6176928094
Trp53i11,55.4529892482,474.613482355,100.683325304,117.6299753,6.50606052812,54.2645613451,78.4230821412
Fam162b,0.0,0.0,632.31180636,73.4426111345,0.0,710.442443244,464.213306979
Cyb5r3,538.080339121,182.147082828,268.352507352,348.615395345,616.782577388,205.935416711,344.059595921
Tmem97,390.48706633,145.211548271,333.880782806,328.086911701,458.1416662,329.907055653,551.926179282
Snai2,178.403595517,22.5432362714,1781.55354967,489.361632504,0.0,1192.9645644,854.151042497
Ndufa6,14477.0359418,3352.0277956,4005.42000728,6497.84038864,3390.86729223,3834.83750261,4218.74811229
Acat2,160.638161879,261.722706332,166.081818987,180.771688728,102.519308885,118.040563629,100.118832061
Gga2,54.8226115089,36.1765983421,85.2112272747,106.100455628,94.8734900666,98.3541045674,65.9556888764
Nhp2,6637.44749867,2101.78861387,3124.60328179,5547.41822069,8791.06221964,3946.46612149,4194.7268551
Wdr89,250.138406766,49.7812916625,80.8383011214,202.80446927,63.634090279,90.4383344286,61.4153371624
Tubb2a,320.811136169,4964.12446832,1741.87006283,455.431336131,401.156652934,1005.14515347,820.83806088
Mid1ip1,452.076696696,403.568320904,601.410465735,296.130823505,514.569228995,495.210581659,467.178542731
Eloc,829.360091207,740.265250288,528.212146584,906.964282182,578.278095522,537.029513574,482.039828141
Mcfd2,268.802201525,170.98572977,301.070562723,378.694285507,122.287897836,355.642748885,294.969639373
