ID,sample1,sample2,sample3,sample4,sample5,sample6,sample7,sample8,sample9,sample10,sample11,sample12,sample13,sample14,sample15,sample16,sample17,sample18,sample19,sample20,sample21,sample22,sample23,sample24,sample25,sample26,sample27,sample28,sample29,sample30,sample31,sample32,sample33,sample34,sample35,sample36,sample37,sample38,sample39,sample40,sample41,sample42,sample43,sample44,sample45,sample46,sample47,sample48,sample49,sample50
Arhgdib,276.653348178,288.968622619,224.168316785,318.473772889,218.781094469,270.773490396,171.55758371,285.488320134,300.251099888,87.7042018887,155.538896483,148.753012261,73.0958620859,303.843163566,370.634701861,229.132418364,77.2302951353,203.257842219,340.299644323,235.258359129,85.6988708239,224.488840247,107.350385423,242.972482045,251.683942999,311.854597163,324.170474109,281.253485636,254.798704768,386.509717378,330.980643775,253.669282609,218.444099482,86.351956588,275.70382031,271.39139439,175.649091423,302.525997851,285.365351459,259.738229854,316.611165732,286.038278109,308.929066425,186.217192196,116.537596442,136.084173483,202.55658856,105.537705453,210.75565957,168.037442853
Hmox1,261.789664253,432.300803123,293.438867824,253.401159726,211.48573495,281.848283301,96.8736878522,240.240501853,104.808558233,158.96186928,185.092889702,106.210570528,200.934955366,693.081283158,464.779941085,238.185211551,202.190663617,206.499621165,268.954621601,126.340865218,251.284977179,175.437872638,215.468402866,313.696832856,240.414665683,626.763866994,481.465898025,345.437828065,387.62105123,298.967855426,437.232253337,215.620757474,349.963519461,198.942814492,91.2619238517,539.301878042,127.737028786,90.7522826367,520.446781036,307.619307512,287.575889198,246.458507906,500.278329828,208.937499023,197.416397981,146.162646751,378.784100843,349.980133771,279.999182523,105.582200425
Plac8,341.484199375,419.173221035,356.479098005,393.697726404,404.515996701,359.936185245,318.119589761,324.758277529,430.519501939,149.533673534,264.654550168,139.875553751,140.412845274,311.169362753,481.701730022,318.660545433,165.390019642,358.618913225,357.366228955,323.859316377,195.858543479,287.156493964,155.100952811,426.242762963,338.39551564,369.269427663,353.115997492,444.667801119,332.407648376,409.594641417,439.716607983,288.832858347,228.035940041,197.351123548,337.152762765,357.536508516,317.224541539,425.296170461,322.174261595,371.617243007,439.19630072,360.24492676,461.19416972,278.43902779,199.213418121,202.803039885,288.617593948,273.774453221,281.984522455,238.368021629
Dlk1,1775.71027914,1245.35632182,1478.20178533,866.900750277,1769.76237366,1420.94630613,1214.16853696,1421.35315113,1256.25477764,1018.52617917,1417.01423086,1202.65994968,1014.7490993,1477.37391253,1307.94770061,1625.54245671,1095.45263099,1221.33945763,1442.88357282,1601.57684902,1510.93124648,1622.18376975,1285.37128554,1074.29379991,1310.24544608,1131.52250576,822.166164544,1614.818007,1810.43951392,711.361598027,827.278325073,1789.35861295,1680.34268556,1540.42724795,1352.8029246,1117.78969424,1162.77386877,1481.96059138,1062.72401906,1035.59464106,1278.23555365,1665.01761579,1088.7524841,1425.29445414,1326.37979529,1634.86792019,1556.63188819,1501.74915114,1189.97224444,1335.51090008
Ms4a3,160.656231964,183.666639612,128.627753099,155.50833763,162.231869371,162.483112054,108.090673836,163.813163615,257.277506984,0.0,51.1148781922,10.863294969,29.3596777861,135.33328091,200.160138511,119.101927728,0.0,121.851533915,154.73742608,96.9167719383,5.50748819366,64.5980909344,0.0,133.68809123,109.287947317,131.585728059,135.214219273,172.939051318,71.9162995041,249.333618231,170.750752622,58.2221614905,20.9528927836,5.54945913331,71.2803873204,136.587140132,125.424354155,111.386519495,159.695034213,124.198137435,124.574707653,127.978857382,168.857152546,112.193972513,11.0137602671,33.6366508413,58.1134730269,39.564248127,85.9155645914,75.5931737019
Tpsg1,47.0512487475,0.0,146.917276089,55.0930517916,0.0,34.5384330284,11.8711575636,11.9939541329,58.8661220444,59.521022298,49.899897421,95.4457080603,77.3868860981,74.3155095752,120.905241113,59.4567210868,0.0,32.1178959954,90.6356265928,0.0,60.4864950941,35.4727234357,12.6280321215,35.2378018725,60.0132461187,11.1165565232,0.0,0.0,0.0,0.0,0.0,0.0,92.0468280274,60.9474447949,0.0,103.851748773,0.0,122.331268413,45.2610422043,87.2971171353,0.0,0.0,0.0,0.0,0.0,61.5696013787,63.8236556764,0.0,0.0,0.0
Ctsc,137.184998368,210.17125687,124.678421526,199.704755168,80.4974186776,128.825982723,99.1591233997,185.24743327,161.427832181,84.4260811952,133.69412219,124.100660378,54.8837307972,175.684909388,252.911768235,157.425099583,67.2325252631,180.539963477,146.415328686,124.136428176,146.805687306,147.219083372,165.187625402,133.285771746,166.465226522,240.023954999,218.437766095,179.60271919,189.59101662,182.398630451,170.57466879,157.576943128,130.561483603,119.107998747,192.11757396,123.664189999,130.257191115,133.205490419,160.498437215,166.818952232,240.780889189,144.992862732,228.504002964,107.269635537,112.47505539,118.383155632,148.869980421,136.962444132,139.962436647,143.927522347
Coro1a,652.524211419,665.024222181,670.663018369,533.058785582,559.319080584,504.983635495,382.868899587,618.926940657,797.391749265,199.646059072,651.796008827,430.964463469,257.908010708,630.022796085,942.955286586,621.302335359,282.814663731,593.897230919,540.788802587,521.800383793,421.375413608,457.626899969,480.589973554,583.398483985,743.250762661,645.356675012,652.782172382,671.84975218,713.258949492,573.225204868,739.60564479,599.939536902,541.787170396,432.449305737,613.172682158,349.829298319,518.311122919,573.880934788,459.824518289,675.722164326,720.719989866,511.009641438,797.480484222,529.870971867,335.502635591,532.179518942,518.727458275,272.273673627,515.557703629,543.168716867
Hdc,21.3523056628,22.6023567649,22.7940040447,20.0014020978,21.5617185883,11.6102744351,31.1263020267,38.7055703926,30.8695202482,2.40099625702,10.064466495,14.4380576992,7.8042016371,19.27147851,31.0364173731,38.3744389521,0.0,21.593196569,27.4208748187,10.7340816733,14.6396526182,11.9243410293,2.5469873237,26.0598160248,7.26255566887,11.2106653971,33.279424398,42.0151817089,19.6064927643,33.3465492213,19.4519452279,11.7244260042,11.6032580292,2.45853618062,18.045044132,30.2555994876,30.0981588758,35.8885475155,20.5398928507,8.8036143953,43.691623464,30.9259279643,15.8682673143,9.46751863281,4.87934543727,17.3854318566,18.0219100295,7.51193943739,31.3456232224,14.3526382937
Hp,225.514483335,329.429489542,245.555945525,436.57668285,364.361949781,367.869177497,151.727774051,321.924252215,376.190174252,60.8600613658,302.946039782,137.240074043,115.394784009,230.675971625,393.353021767,410.361616638,75.7277763607,342.088014619,275.127861564,272.085750836,46.3854407371,196.466563009,242.102321638,285.241802879,383.520991883,298.374423169,379.60263883,344.556872833,279.552475973,316.973583259,369.79855033,222.89162801,249.999867594,218.115008863,357.345964335,265.470230484,396.133210508,255.852294382,361.556842083,223.152581256,378.877522485,261.301792009,416.591473986,194.984658003,30.9202130021,157.386817863,146.833854073,158.676179315,170.259373489,212.22152795
B2m,1712.42836771,1738.74261161,1439.58999361,1794.04532122,1763.35242578,1279.0779953,1648.61305438,1826.489462,1894.35935394,1242.75219324,1911.68928986,1439.77498946,1321.77508709,1555.71670008,2126.48084314,1936.14346659,1430.01762793,1558.57276701,2018.27137931,1529.15921934,1425.11919582,1857.26891112,1136.89719348,1608.72294074,1678.36970861,1650.28761946,1748.87670259,2065.55398386,2094.83098427,1395.45740972,1467.65211025,2015.42535494,2314.17286933,1669.47222717,1927.99997504,1425.66890636,1803.04673327,1970.48977186,1267.96738695,1797.61227402,1627.03691673,1407.3622302,2185.21444719,1404.9237282,1575.56757843,1769.07098441,1858.28757231,2128.3860877,1392.79348393,1453.97525951
Cd52,206.964050436,224.684957157,217.34150508,198.378589973,233.295462899,169.589583307,131.151158235,225.754030225,240.868896691,180.22598109,250.121507987,73.2272918488,73.8855403744,147.698346691,260.852938088,345.465431093,155.159531019,210.272446121,231.789765278,209.054884774,242.549169801,261.265662282,186.017359593,235.504348987,289.763996258,204.690690551,274.560826388,215.600603217,258.54578462,241.007169978,184.159450426,299.699712565,282.478492819,204.495922013,228.803233199,169.97658604,206.668099507,309.4346924,134.269648945,343.807967554,214.598461565,177.764322591,331.122090754,225.682677887,207.876335059,277.124117959,355.169677714,218.435625241,222.571290875,194.117492353
Cotl1,234.922019594,218.258828633,281.665499975,230.971151396,307.805661492,220.427897028,260.59849479,296.948294546,316.745329043,247.570056159,331.507020531,228.429189565,253.332130459,217.285275897,279.383243999,349.363995449,254.26332854,275.6624576,282.366450421,302.175622205,321.470765389,308.359659736,258.454772291,215.197749902,281.314845357,207.336573329,310.467928863,301.355887252,318.891642784,192.728280476,235.238421535,318.541309282,326.643845398,263.56272347,280.574137486,220.930912584,263.358576024,319.389941283,196.101560839,275.567844017,265.338201422,244.644563992,343.193681376,249.863014078,289.491394998,359.746681516,282.321311365,266.385304386,289.495653329,215.332341049
Itm2a,1511.14101385,1024.36523441,1414.62827752,680.545741708,1242.28920458,1346.29102811,1241.555168,1461.81808607,1328.26650471,862.685068643,1880.00923658,1070.93261913,743.504143541,1154.04988746,1267.21326302,1860.60328523,1151.50127221,1401.81979638,1632.73700143,1612.83834527,2062.18675326,1684.56825784,1414.30741403,928.598589008,1848.36591956,833.068867067,1032.68418135,1432.92610694,1781.18100444,587.162259448,714.798567736,1819.08634073,1857.13785793,1877.13858405,1270.94036796,1092.7941884,1162.73251029,1465.32516481,1146.14325216,1249.09061976,1511.64072421,1662.55762475,1156.96336432,1304.63213565,1105.68819982,1734.05025457,1513.71249372,1073.49060624,1334.68830575,1152.49917519
Zfp36,1034.00881884,517.589410363,690.358124863,837.255617631,831.780404451,686.123722409,742.853934686,929.237645271,947.218671606,815.866831292,966.504929587,942.113777579,787.881760145,601.07142903,884.315567565,814.985441432,988.694864624,749.695249559,979.034545754,666.061213394,1027.36399074,880.854851886,696.143015715,630.015339531,947.794211469,463.75582775,917.788341849,1040.64390077,995.732262121,708.204546554,654.597508586,1091.26970267,1165.70543449,998.870658641,933.095191252,481.382617749,906.446988309,1226.13300156,505.762798695,942.972389921,713.450479882,970.915943489,803.790128085,856.72653823,973.184744388,1064.10724319,1007.97232806,628.897260553,826.968258603,689.152061379
Ccl6,186.903539012,100.159352643,157.124507865,87.5393247062,153.348485155,114.331987935,106.101606115,119.110147651,222.144416766,0.0,136.27579554,130.330326003,51.2344987998,105.430872209,185.561443814,212.564059329,70.6074964378,127.583190393,101.2599814,73.9925858137,168.191030154,117.424753594,137.947788466,93.3176773881,226.473344842,99.357160012,185.707200091,60.8446788064,60.3358179297,51.3093123433,95.776356517,184.729749837,148.541762191,169.472764282,144.379850438,11.4592893062,159.595222827,132.529457136,22.4740288317,108.366811273,113.22435492,114.203464009,145.100895913,163.154661526,156.160142212,158.973988039,266.205697149,61.6447507999,176.386007367,153.115485529
Car2,1346.4760809,1754.32312463,1362.16169485,1426.31647438,1313.08820449,1769.46140075,986.350883756,1501.24629234,1284.69281827,551.856519334,956.446250834,944.499732456,593.319031883,1991.3592323,1814.74613868,1051.63511531,785.97471514,1198.77569322,1571.59632113,823.656190793,552.180204076,927.637734763,842.092369623,1495.33403546,808.949416195,1625.31141276,1447.44561633,1385.18547556,1109.28013028,1779.7925682,1860.9762554,1314.23246144,927.277510724,695.48525775,849.452124931,1485.45997422,1252.59117214,1249.21673945,1658.39824025,1385.29529961,1463.65400066,1685.91067307,1587.1500822,1192.6482611,815.23856536,364.465880089,1060.59613553,686.204976728,1448.84291322,1361.84507193
Dcn,138.876580577,147.341089071,151.622863806,94.6110755252,129.083269578,131.291158638,133.785034559,143.214690935,145.317671152,113.395000155,164.021552013,115.248184664,103.825146264,131.040163763,172.533520405,146.775631596,116.056968692,159.435119371,165.680208427,207.065129115,178.532086467,179.261448539,149.091721656,104.007981964,180.35588443,99.926404932,122.491714553,143.027863575,163.024921833,66.5451223191,66.1336411438,230.848669217,226.919257923,173.351076665,118.532959266,143.975777655,135.526219658,144.727715764,83.4953766108,117.121083584,143.785969173,169.71520877,117.617012709,171.611643036,144.43274013,194.945639118,193.519750267,153.23667671,123.614962066,146.390330519
Fcgr3,132.568825039,168.395934008,114.631049653,120.042163277,111.557495796,47.5754659286,89.1932634847,135.173832729,154.800534573,67.081169586,140.595009628,112.05091708,48.453495268,103.69641868,210.587024377,89.3449347532,89.0332380117,116.636054512,127.684799489,155.947128408,109.070837251,133.261139487,109.111996772,114.728124006,99.199340409,146.16632051,198.355235714,151.910974126,118.686455046,131.985954396,124.795839371,126.659412022,129.672858479,73.2680225757,147.046228457,125.712450495,137.995346198,150.402925559,106.270703839,151.67731377,158.476251223,144.006015025,139.335984909,127.847446743,77.2499799117,120.275916543,95.9070774152,111.933465251,145.960318278,120.299033441
Lgmn,47.8743626551,44.3424827978,52.3844892472,42.3540636079,44.3152333138,41.6505456682,61.7362495468,50.1710799493,50.5787812676,53.8331397823,64.8764137583,66.0924481274,53.951955105,44.409152562,50.9478241034,64.5299799033,42.8699032238,68.9906171796,62.7616534134,60.1676613892,90.2654793614,64.1658360508,44.2574832303,50.4615391492,54.2783262513,41.4737745116,55.9622667129,59.569508455,74.1825780873,49.0657501093,30.2871754518,60.4613240379,71.5436134638,57.8794146633,55.6312571461,30.0046442805,44.1238836983,41.4904433214,46.052838263,61.6835359159,68.3154112415,44.7817874057,35.5785082936,45.1079749284,56.0678189956,57.0781036705,53.3952639157,58.9492589193,67.770528011,52.2929729496
Cd83,9.93796802583,18.9355990071,6.36538518005,9.30921923182,26.7611592923,6.48450080826,20.0590101113,6.75550091155,23.2091181696,20.1148503288,24.5925112712,23.5195839328,25.4260758969,11.9593228177,9.28621799595,6.69770667869,23.3601916075,33.1652820797,6.38122602523,17.9854046541,23.8479818875,16.6497784946,21.3379211467,23.1553192026,13.520796707,15.6532839157,18.5870244165,20.7053533849,23.9542202527,17.4604824094,21.1248016862,22.9188962018,25.9223281894,17.1640859347,15.7475152602,16.2482460312,19.3964343308,18.7914901909,6.37323205676,15.3654433894,19.2650394938,10.7953523193,15.826159715,19.8290313581,23.8453489257,41.6143160425,10.7844525497,24.4738861385,21.8837117349,13.3602490243
Nkg7,1033.36854726,1033.70351997,794.261621991,580.794041318,730.452322859,910.265244301,677.876380501,790.25585642,930.854939245,209.157984898,438.372930615,314.435627021,169.961852645,606.231993998,1351.83770013,940.194131577,312.304695374,893.497854326,1045.06265709,654.554633383,318.826011524,623.259065973,221.875704565,722.320050845,685.384922963,585.956811127,1304.58171119,1022.66619532,373.620709769,1316.29092977,1317.95789076,612.809947528,252.698651711,428.340920427,491.236848168,658.914003115,655.485222145,1318.93270702,646.133102496,718.977425005,751.205596914,673.512584119,1135.4872933,824.743942616,318.790811199,649.070190236,616.763177284,218.129191276,487.609151632,520.958903119
Rac2,299.223067739,408.453816932,274.611420748,313.759724348,315.687149888,279.750231829,297.472011739,364.301933566,321.837780272,90.3939737918,213.13819371,208.369118481,73.4541751354,395.017741283,454.87078668,343.126016735,179.962608727,231.691336096,361.324446618,238.432198229,206.685511987,300.785700984,196.575161108,330.010972568,246.082074633,405.182443532,359.170780451,339.623853187,299.875705797,345.248331427,358.031469311,348.711826828,318.897273315,222.144641262,288.731970184,258.483259717,261.496468712,405.345291239,305.022596055,372.873509245,350.62881199,286.227597727,405.390038988,227.229311905,160.737649841,205.71128621,290.785018592,155.547402481,345.605564079,265.674885138
Ier3,2059.82019214,1121.35395669,1083.74276053,1470.09588523,891.437955765,816.016902922,940.406296349,1650.23267308,1325.34225422,843.758491899,1612.39043542,1144.09769611,860.409034682,929.543188315,1466.46356963,1239.48083878,1333.96920891,1339.10905077,1511.56835318,1375.73357766,958.320711789,985.989140659,1105.66568342,1028.4322982,1100.9526796,1390.46606189,1192.43756051,868.528348988,1823.85446018,1421.74794225,670.177032295,1551.13399621,1679.01950923,965.623790677,1818.48750334,1154.65277668,1100.78414694,1159.18742246,1462.49742623,1319.40088428,1045.79127562,1172.03863261,1171.51870987,831.76923124,1210.3767251,1540.23309256,1064.41387047,1449.32774752,1018.2380139,1384.57432348
Kctd14,620.32229223,302.522733103,603.080631239,615.664017508,141.687095985,404.758839522,432.262939529,896.058336513,495.218846751,762.302754065,1112.12843633,831.41208993,744.956456258,246.609659583,469.232726895,559.911198577,721.625475939,235.245224868,867.75220275,40.0942390576,493.6608786,356.321030067,681.806392457,818.535412288,708.32391861,844.466820181,414.354091363,530.813854348,328.030492534,596.835404139,403.652468753,167.874702383,158.916305705,964.235203115,561.686237079,586.79075536,619.770446555,307.20226239,1214.75196058,623.416434406,436.626660528,1251.41664233,211.684255044,221.02086076,820.145977663,355.615849421,849.463018428,1021.0287072,606.32288425,707.359074101
